,Author,Author,Fork,Fork
Prevalence and impact of anemia in hospitalized patients.,0.5,0.5,0,1
Prevalence and impact of unknown diabetes in the ICU,0,1,0,1
Prevalence and risk factors for upper airway obstruction after pediatric cardiac surgery,0,1,0,1
Prevalence and risk factors of Sexually Transmitted Infections (STI) among persons living with HIV attending the STI Clinic in Trinidad,1,0,1,0
Prevalence of Petrosquamosal Sinus and Its Clinical Significance: Radiologic Study and Meta-analysis,0.5,0.5,0,1
"Prevalence of foramen arcuale and its clinical significance: A meta-analysis of 55,985 subjects: PS095",0.5,0.5,0,1
"Prevalence of foramen arcuale and its clinical significance: a meta-analysis of 55,985 subjects",0.5,0.5,0,1
Prevalence of sleep apnea in patients with acute ischemic strokes and TIAs,0.666666667,0.333333333,0,1
Prevalence of the accessory deep peroneal nerve: A cadaveric study and meta-analysis,0.666666667,0.333333333,0,1
"Prevalence, course and impact of HLA donor-specific antibodies in liver transplantation in the first year",1,0,0,1
"Prevalence, morphology, and morphometry of the pterygospinous bar: a meta-analysis",0.5,0.5,0,1
Preventing cardiac arrest in the pediatric cardiac intensive care unit through multicenter collaboration,0.617647059,0.382352941,0,1
"Prevention and Treatment of Monkeypox (vol 82, pg 957, 2022)",0.5,0.5,0,1
Prevention and treatment of monkeypox,0.5,0.5,0,1
Primary Team Involvement And The Rapid Response Team: An Essential Component,0.25,0.75,0,1
Prior Daily Menthol Smokers More Likely to Quit 2 Years After a Menthol Ban Than Non-menthol Smokers: A Population Cohort Study,0,1,1,0
Prior cardiac surgery is independently associated with decreased survival following infant tracheostomy,0.5,0.5,0,1
Prior daily menthol smokers more likely to quit 2 years after a menthol ban than non-menthol smokers: a population cohort study,0,1,1,0
Probe position sensor to track image location in 2D ultrasound,0.666666667,0.333333333,0,1
Procalcitonin as a Serum Biomarker for Differentiation of Bacterial Meningitis From Viral Meningitis in Children Evidence From a Meta-Analysis,0.5,0.5,0,1
Procedural outcomes of pulmonary atresia with intact ventricular septum in neonates: a multicenter study,0.375,0.625,0,1
Product substitution after a real-world menthol ban: a cohort study,0.2,0.8,1,0
Prognosis of COPD patients admitted to the ICU in middle income countries,0.230769231,0.769230769,0,1
Prognostic Role of Admission C-Reactive Protein Level as a Predictor of In-Hospital Mortality in Type-A Acute Aortic Dissection: A Meta-Analysis,0,1,0,1
Prognostic impact of isolated right ventricular dysfunction in sepsis and septic shock: an 8-year historical cohort study,0.4,0.6,0,1
Prognostic value of growth differentiation factor 15 in COVID-19,1,0,0,1
Progression of respiratory support following pediatric extubation,0,1,0,1
Prolonged recovery from pediatric cardiac surgery due to disseminated cytomegalovirus infection,0.5,0.5,0,1
Promotion des produits du tabac dans les points de vente du Qu√©bec au printemps 2008: √©tat de la situation,1,0,1,0
Prompting with electronic checklist improves clinician performance in medical emergencies: a high-fidelity simulation study,0.25,0.75,0,1
Prophylactic peritoneal dialysis after the arterial switch operation: A retrospective cohort study,0.5,0.5,0,1
Prospective Validation Of A Decision Support Tool For Immediate Prediction Of Acute Lung Injury Vs Cardiogenic Pulmonary Edema,0,1,0,1
Prospective analysis of complications 30 days after outpatient colonoscopy,0.166666667,0.833333333,0,1
Prospective analysis of complications 30 days after outpatient upper endoscopy,0.166666667,0.833333333,0,1
Prospective study of atrial natriuretic peptide for the prevention of radiocontrast-induced nephropathy,1,0,1,0
Prospective validation of a novel vasoactive-ventilation-renal score as a predictor of outcomes after pediatric cardiac surgery,0,1,0,1
Prospects for Direct Detection of Black Hole Formation in Neutron Star Mergers with Next-Generation Gravitational-Wave Detectors,0.125,0.875,0,1
Protection against Homologous Influenza Challenge by Genetic Immunization with SFV RNA Encoding flu-HA,1,0,1,0
Protection against Homologous Influenza Challenge by Genetic Immunization with SFV‚ÄêRNA Encoding Flu‚ÄêHA,1,0,1,0
Protective Equipment Preparedness and Accessibility: A Survey of Medical Trainees,0,1,0,1
Protective effects of statins administration in European and North American patients infected with COVID-19: a meta-analysis,0.75,0.25,0,1
Proteinuria in patients with obstructive sleep apnea (OSA).,1,0,1,0
Proteinuria in patients with obstructive sleep apnea.(Sleep disorders: pulmonary and non-pulmonary: 12: 30pm-2: 00pm),0,1,1,0
Protocol and guidelines for point-of-care lung ultrasound in diagnosing neonatal pulmonary diseases based on international expert consensus,0.24137931,0.75862069,0,1
Protocolized care for early septic shock (ProCESS) statistical analysis plan,0,1,1,0
"Prune-belly syndrome in Africa: An analysis and systematic review of cases, etiology, treatment, and outcomes",1,0,0,1
Pseudo-blood leak? A hemodialysis mystery.,0.666666667,0.333333333,1,0
Psychological effects of the COVID 19 pandemic on healthcare workers globally: A systematic review,0.166666667,0.833333333,0,1
Public health agenda setting in a global context: the International Labor Organization‚Äôs decent work agenda,1,0,1,0
Public support for a sugar-sweetened beverage tax and pro-tax messages in a Mid-Atlantic US state,1,0,1,0
Public‚Äêprivate partnership (PPP) development: toward building a PPP framework for healthy eating,1,0,1,0
"Published Ahead-of-Print-Last Updated: September 17, 2021",0.6,0.4,0,1
Publisher Correction: UTX-mediated enhancer and chromatin remodeling suppresses myeloid leukemogenesis through noncatalytic inverse regulation of ETS and GATA programs,0.3,0.7,0,1
Pulmonary Atresia with Intact Ventricular Septum: Midterm Outcomes from a Multicenter Cohort,0.4,0.6,0,1
Pulmonary edema after transfusion in a patient with end-stage renal disease.,1,0,1,0
Pursuing performance and maintaining compliance: Balancing performance improvement and accountability in Ontario's public health system,0.2,0.8,1,0
"Putative impact of the COVID-19 pandemic on anxiety, depression, insomnia and stress",0.5,0.5,0,1
Quality Metrics Associated With Achieving Central Venous Oxygen Saturation Goals In Patients Treated For Severe Sepsis And Septic Shock,0.333333333,0.666666667,0,1
Quality of life correlates of a technology enabled adaptation of the 9-hole peg test,1,0,1,0
Quantifying an adherence path-specific effect of antiretroviral therapy in the Nigeria PEPFAR program,0.666666667,0.333333333,0,1
Quantitative Evaluation of Brain Echogenicity in Hypoxic-Ischemic Encephalopathy in Term Neonates Compared with Controls,0.666666667,0.333333333,0,1
Quantitative analysis of RT-PCR test results for SARS-CoV-2 diagnostics across Poland during COVID-19 pandemic: Comparison between early stage and major pandemic waves in 2020 â€¦,0.222222222,0.777777778,0,1
"RAPAMYCIN MANIPULATION OF HOST-DERIVED, ALLOANTIGEN-PULSED DENDRITIC CELLS PLUS POSTOPERATIVE RAPAMYCIN, BUT NOT FK506, PROMOTES LONG-TERM CARDIAC ALLOGRAFT SURVIVAL.",0.666666667,0.333333333,0,1
RED BLOOD CELL TRANSFUSION AND MORTALITY IN PATIENTS Wan SEVERE SEPSIS AND SEPTIC SHOCK,1,0,0,1
RENAL PRODUCTION OF TGF-BETA IS INCREASED IN DIABETIC-PATIENTS,1,0,1,0
RISK OF CARDIAC ARRHYTHMIAS AND CONDUCTION ABNORMALITIES IN PATIENTS WITH SEVERE SEPSIS AND SEPTIC SHOCK RECEIVING PACKED RED BLOOD CELL TRANSFUSIONS,0.5,0.5,0,1
RNA TRANSCRIPTS FROM HEPATITIS-A VIRUS CLONED CDNA ARE INFECTIOUS IN CELL-CULTURE,1,0,1,0
"RTS, S Malaria Vaccine Evaluation Group. Phase 2a trial of 0, 1, and 3 month and 0, 7, and 28 day immunization schedules of malaria vaccine RTS, S/AS02 in malaria-naive adults ‚Ä¶",1,0,1,0
Racial differences in outcomes and utilization after cardiac arrest in the USA: A longitudinal study comparing different geographical regions in the USA from 2006‚Äì2018,0.25,0.75,0,1
Radiocontrast-induced nephropathy (RCIN) in very high-risk patients.,1,0,1,0
Radiologic-pathologic evidence of brain injury: hypoperfusion in the Papez circuit results in poor neurodevelopmental outcomes in neonatal hypoxic ischemic encephalopathy,0,1,0,1
Radiology Gets Chatty: The ChatGPT Saga Unfolds,0,1,0,1
Radiosensitization of Lung Cancer Tumors with Pan-Caspase Inhibitor Z-VAD,1,0,0,1
Raf-1 Mediates TNFÎ±-Induced Sensitization of Adenylyl Cyclase in Human Airway Smooth Muscle Cells,0,1,0,1
Raf-1 kinase mediates adenylyl cyclase sensitization by TNF-Î± in human airway smooth muscle cells,0,1,0,1
Raising the Standard for Evaluation: a Panel Study of the Impact of Tobacco Control in Ontario,0.4,0.6,1,0
Rapamycin inhibits IL-4‚Äîinduced dendritic cell maturation in vitro and dendritic cell mobilization and function in vivo,0.333333333,0.666666667,0,1
Rapamycin inhibits macropinocytosis and mannose receptor‚Äìmediated endocytosis by bone marrow‚Äìderived dendritic cells,0,1,0,1
"Rapamycin-treated, alloantigen-pulsed host dendritic cells induce ag-specific T cell regulation and prolong graft survival",0,1,0,1
Rapidly destructive autoimmune labyrinthitis associated with ulcerative colitis,0,1,0,1
"Rare variant, gene-based association study of hereditary melanoma using whole-exome sequencing",0.307692308,0.692307692,0,1
Re-Exploring Goals of Care in Patients Surviving Critical Illness (GP723),0.6,0.4,1,0
Re-Intubation Scale Calculation (RISC): Predicting Extubation Failure in Critically Ill patients,0,1,0,1
Real-world analysis of age-dependent efficacy of COVID-19 vaccination,1,0,0,1
Real-world assessment of Fluorecare SARS-CoV-2 Spike Protein Test Kit,1,0,0,1
Real-world assessment of the clinical performance of COVID-VIRO ALL IN rapid SARS-CoV-2 antigen test,1,0,0,1
Real-world effectiveness of pharmaceutical smoking cessation aids: time-varying effects,0,1,1,0
Real-world vaping experiences and smoking cessation among cigarette smoking adults,0.571428571,0.428571429,1,0
Recent Advances in Neonatal CEUS,0,1,0,1
Recommendations for sepsis management,0,1,0,1
Recommended core items to assess e-cigarette use in population-based surveys,0.5,0.5,1,0
"Red Blood Cell Distribution Width (RDW) Predicts COVID-19 Severity: A Prospective, Observational Study from the Cincinnati SARS-CoV-2 Emergency Department Cohort",1,0,0,1
Red blood cell distribution is a significant predictor of severe illness in coronavirus disease 2019,0.5,0.5,0,1
Red blood cell storage age has no impact on clinical outcome in critically ill patients,1,0,0,1
"Redefine acute renal failure? Not yet, thanks",0,1,0.5,0.5
Reducing 30-day all-cause acute exacerbation of chronic obstructive pulmonary disease readmission rate with a multidisciplinary quality improvement project,0.333333333,0.666666667,0,1
Refinement of a computable phenotype for initiation of mechanical ventilation in intensive care unit,1,0,0,1
Reflections on partial least squares path modeling,0,1,1,0
Regional Association between Mean Air Temperature and Case Numbers of Multiple SARS-CoV-2 Lineages throughout the Pandemic,1,0,0,1
Regulated cell death pathways: new twists in modulation of BCL2 family function,0.4,0.6,0,1
Regulation Of Functional GABA Transporter 2 In Human Airway Smooth Muscle And Epithelial Cells,0.5,0.5,0,1
Regulation of Functional GABA Transporters in Human Airway Epithelial Cells by Protein Kinases,0.4,0.6,0,1
Reintubation summation calculation: a predictive score for extubation failure in critically ill patients,0,1,0,1
Relative deficiency of arginine vasopressin in children after cardiopulmonary bypass,0.5,0.5,0,1
Relaxation of Mouse Trachea via Betaionone Activation of Opsin 3,1,0,0,1
Reliability of a single-nostril nasopharyngeal swab for diagnosing SARS-CoV-2 infection,1,0,0,1
Renal and systemic oxygen consumption in patients with normal and abnormal renal function.,1,0,1,0
Renal replacement therapy in the ICU,0,1,0.5,0.5
Renal retransplantation after kidney and pancreas transplantation using the renal vessels of the failed allograft: pitfalls and pearls,0.666666667,0.333333333,0,1
Renal tubular acidosis associated with type III glycogenosis,1,0,1,0
"Renovations in education network (RE-TV)-Design on a penny, build your own dream home, simulation hunters, and other strategies to deck out your educational home",1,0,1,0
Repeated Testing in SARS-CoV-2 Infection,0.5,0.5,0,1
Reporting sex or gender in anatomical research: Which is appropriate?,1,0,0,1
"Research Article Metformin Decreases Reactive Oxygen Species, Enhances Osteogenic Properties of Adipose-Derived Multipotent Mesenchymal Stem Cells In Vitro, and Increases Bone â€¦",0.4,0.6,0,1
Respect des politiques antitabac dans les lieux publics int√©rieurs et ext√©rieurs: √©tude observationnelle au Pakistan,0.666666667,0.333333333,1,0
Respiratory and other systemic complications of coronavirus disease 2019 in adults: A narrative review,0.545454545,0.454545455,0,1
Responder analysis of walking speed applied to a trial of Fampridine in subjects with MS,1,0,1,0
Response to: Eosinophil count in coronavirus disease 2019: more doubts than answers,0.5,0.5,0,1
Response to: Is newly diagnosed diabetes a stronger risk factor than preâ€existing diabetes for COVIDâ€19 severity?,0.5,0.5,0,1
Rest ventilator management in children on veno-venous extracorporeal membrane oxygenation,0,1,0,1
Results of the first survey of the EFLM Task Force Preparation of Labs for Emergencies (TF-PLE),0.5,0.5,0,1
Resuscitation Plus,0.333333333,0.666666667,0,1
Retailer compliance with state and local policies on tobacco advertising,1,0,1,0
Retrospective Derivation And Validation Of A Search Algorithm To Identify Acute Brain Injury (ABI) In The Intensive Care Unit (ICU),0,1,0,1
"Retrospective analysis of early COVID-19 vaccine efficacy in older individuals receiving primary cycle, first booster and second booster",1,0,0,1
Retrospective derivation and validation of a search algorithm to identify emergent endotracheal intubations in the intensive care unit,1,0,0,1
Retrospective derivation and validation of a search algorithm to identify extubation failure in the intensive care unit,0.666666667,0.333333333,0,1
Retrospective derivation and validation of an automated electronic search algorithm to identify post operative cardiovascular and thromboembolic complications,1,0,0,1
Return to Driving After Critical Illness,1,0,1,0
Revisiting olfactory receptors as putative drivers of cancer,0.2,0.8,0,1
Revisiting the liver‚Äôs role in transplant alloimmunity,0,1,0,1
Right ventricular outflow tract reconstruction in infant truncus arteriosus: a 37-year experience,0,1,0,1
Risk Factors For Recurrent Acute Respiratory Distress Syndrome (ARDS): A Population-based Case Control Study,0.375,0.625,0,1
Risk Factors and Outcomes of Critically Ill Patients with Acute Brain Failure: a novel end point (P4. 300),0.2,0.8,0,1
Risk factors and outcomes of critically ill patients with acute brain failure: a novel end point,0.333333333,0.666666667,0,1
Risk factors for and prediction of post-intubation hypotension in critically ill adults: a multicenter prospective cohort study,0.461538462,0.538461538,0,1
Risk factors for critical Coronavirus Disease 2019 and mortality in hospitalized young adults: an analysis of the society of critical care medicine discovery viral infection ‚Ä¶,0.519480519,0.480519481,0,1
Risk factors for dexmedetomidine-associated hemodynamic instability in noncardiac intensive care unit patients,0,1,0,1
Risk factors for extubation failure following neonatal cardiac surgery,0.666666667,0.333333333,0,1
"Risk factors for persistent cognitive impairment after critical illness, nested case-control study",0.4,0.6,0,1
Risk of autoimmune diseases and human papilloma virus (HPV) vaccines: Six years of case-referent surveillance,0.585185185,0.414814815,1,0
Risk of cardiac arrhythmias and conduction abnormalities in patients with acute myocardial infarction receiving packed red blood cell transfusions,0.5,0.5,0,1
Risk of iatrogenic injury to the infrapatellar branch of the saphenous nerve during hamstring tendon harvesting: A metaâ€analysis,1,0,0,1
Risk of major bleeding associated with aspirin use in critically ill medical patients receiving therapeutic anticoagulation,1,0,0,1
"Role of Social Capital and Social Influence on Tobacco Consumption in Rural Uttar Pradesh, India",0.333333333,0.666666667,1,0
Role of Statins in Functional Outcome Following an Acute Ischemic Stroke,0.666666667,0.333333333,0,1
Role of admission Troponin‚ÄêT and serial Troponin‚ÄêT testing in predicting outcomes in severe sepsis and septic shock,0.5,0.5,0,1
Routine stenting of extravesical ureteroneocystostomy in kidney transplantation: a systematic review and meta-analysis,1,0,0,1
Rule-based cohort definitions for acute respiratory distress syndrome: a computable phenotyping strategy based on the Berlin definition,0.166666667,0.833333333,0,1
S1265 Association of Non-Alcoholic Fatty Liver Disease and Metabolic-Associated Fatty Liver Disease with Mortality in COVID-19 Patients: A Systematic Review and Meta-Analysis,0.375,0.625,0,1
S1361 Association of Non-Alcoholic Fatty Liver Disease and Metabolic-Associated Fatty Liver Disease with Duration of Hospital Stay in Covid-19 Patients: A Systematic Review and ‚Ä¶,0.375,0.625,0,1
SALUTATIONS TO A REGULATED MEDICAL WASTE GENERATOR,1,0,1,0
SARS-CoV-2 Omicron infection is associated with high nasopharyngeal viral load,1,0,0,1
SARS-CoV-2 Omicron infection is associated with high nasopharyngeal viral load (preprint),1,0,0,1
SARS-CoV-2 With Concurrent Respiratory Viral Infection as a Risk Factor for a Higher Level of Care in Hospitalized Pediatric Patients,0.55,0.45,0,1
SARS-CoV-2 infection in liver transplant recipients: collaboration in the time of COVID-19,0,1,0,1
SARS-CoV-2 infection increases risk of acute kidney injury in a bimodal age distribution,0.375,0.625,0,1
SARS-CoV-2 pandemic: on its way to becoming an endemic disease?,1,0,0,1
SARS-CoV-2 recurrent RNA positivity after recovering from coronavirus disease 2019 (COVID-19): a meta-analysis,0.666666667,0.333333333,0,1
SERUM POTASSIUM LEVELS IN PATIENTS UNDERGOING THERAPEUTIC HYPOTHERMIA AFTER CARDIAC ARREST,0,1,0,1
SERUM SODIUM OR OSMOLARITY DOES NOT AFFECT THE OCCURRENCE OF ARDS IN CRITICALLY ILL,0.444444444,0.555555556,0,1
SERUM SODIUM OR OSMOLARITY DOES NOT AFFECT THE OUTCOMES OF ARDS,0.444444444,0.555555556,0,1
SEVERE SEPSIS AND SEPTIC SHOCK: A MULTIDISCIPLINARY RESPONSE TEAM AND WEEKLY FEEDBACK TO CLINICIANS IMPROVE THE PROCESS OF CARE AND REDUCE MORTALITY,1,0,0,1
"SIMULTANEOUS VOLTAGE SENSITIVE DYE AND INTRINSIC OPTICAL IMAGING ACUTE SEIZURES IN RAT NEOCORTEX, IN VIVO",0.75,0.25,0,1
SIOP organizational frontiers volume: Perspectives on organizational fit,1,0,1,0
SMOKING CESSATION IN RADIATION ONCOLOGY AS THE MISSING DRUG IN CLINICAL TRIALS: IDENTIFYING THE PATTERNS OF TOBACCO USE AND BARRIERS TO CESSATION IN ONCOLOGY PATIENTS,1,0,1,0
SUBOPTIMAL TACHYCARDIA ON ADMISSION OF SEPTIC PATIENTS ON BETA-BLOCKERS AND CALCIUM CHANNEL BLOCKERS AT HOME,0.142857143,0.857142857,0,1
"Saddle vs nonsaddle pulmonary embolism: clinical presentation, hemodynamics, management, and outcomes",0.333333333,0.666666667,0,1
Safety and feasibility of a novel protocol for percutaneous dilatational tracheostomy in patients with respiratory failure due to COVID-19 infection: a single center experience,0.4,0.6,0,1
"Safety and immunogenicity of the M72/AS01 candidate tuberculosis vaccine in HIV-infected adults on combination antiretroviral therapy: a phase I/II, randomized trial (vol 28 ‚Ä¶",1,0,1,0
Safety and utility of passive peritoneal drainage following Fontan palliation,0.5,0.5,0,1
Safety monitoring of drug-induced muscle injury and rhabdomyolysis: a biomarker-guided approach for clinical practice and drug trials,0.75,0.25,0,1
Safety of alemtuzumab in relapsing-remitting multiple sclerosis patients who relapsed on prior therapy (CARE-MS II),1,0,1,0
Safety of paediatric supervised feeds at UCLH,1,0,1,0
Safety results for administering ocrelizumab per a shorter infusion protocol in patients with primary progressive and relapsing multiple sclerosis,1,0,1,0
Salmonella based vaccine against rotavirus,1,0,1,0
"Sanglifehrin A, a new selective in vivo inhibitor of bioactive IL-12 production",1,0,0,1
"Sanglifehrin A, a novel cyclophilin-binding immunosuppressant blocks bioactive IL-12 production by human dendritic cells.",1,0,0,1
Sanglifehrin a blocks key dendritic cell functions in vivo and promotes long-term allograft survival together with low-dose CsA,1,0,0,1
Scaling the Vibrations of Water Pipes: Application to Industrial Case Studies,1,0,1,0
Schistosoma mansoni: evaluation of selected preparative procedures for transmission and scanning electron microscopy,1,0,1,0
Schistosoma mansoni: morphologic changes induced by maintenance in vitro,1,0,1,0
Schistosoma mansoni: tracer studies in mice,1,0,1,0
Searching for a clinically validated definition of â€œasymptomaticâ€ COVIDâ€19 infection,0.666666667,0.333333333,0,1
Secondhand Smoke Exposure and Validity of Self-Report in Low-Income Women and Children in India,0.875,0.125,1,0
"Secondhand Smoke Exposure in Water Pipe Venues in Turkey, Russia, and Egypt",0.7,0.3,1,0
Secondhand smoke exposure and validity of self-report in low-income women and children in India,0.875,0.125,1,0
"Secondhand smoke in waterpipe tobacco venues in Istanbul, Moscow, and Cairo",0.727272727,0.272727273,1,0
Secondhand tobacco smoke in public venues in three Indonesian cities,0.75,0.25,1,0
Seizures in children with cardiac disease on extracorporeal membrane oxygenation,0,1,0,1
Selected patients with unresectable perihilar cholangiocarcinoma (pCCA) derive long-term benefit from liver transplantation,0,1,0,1
Selective decrease of donor-reactive Tregs after liver transplantation limits Treg therapy for promoting allograft tolerance in humans,0.6,0.4,0,1
Selective targeting of the Î±5-subunit of GABAA receptors relaxes airway smooth muscle and inhibits cellular calcium handling,0.666666667,0.333333333,0,1
Self-verification of system status(Self verification technique satisfying reliability criteria and supplanting maintenance requirements for Minuteman missile communications system),1,0,1,0
"Sensitivity analysis for transportability in multi-study, multi-outcome settings",0,1,0,1
Sensitivity and Specificity of Fractal Analysis to Distinguish Between Healthy and Pathologic Rectal Mucosa Microvasculature Seen During Colonoscopy,0,1,0,1
Sensitization in transplantation: assessment of risk (STAR) 2017 working group meeting report,0.409090909,0.590909091,0,1
"Separation of Escherichia, coli ribonucleases on a DNA agarose column and the identification of an RNase H activity",0,1,1,0
Sepsis-associated acute kidney disease,0.387096774,0.612903226,1,0
Septic shock definitions and associated outcomes in blood culture positive critically ill patients,0.25,0.75,0,1
Septic shock: a multidisciplinary response team and weekly feedback to clinicians improve the process of care and mortality,0.333333333,0.666666667,0,1
"Sequencing of over 100,000 individuals identifies multiple genes and rare variants associated with Crohns disease susceptibility",0.390804598,0.609195402,0,1
Sequential organ failure assessment score improves survival prediction for left ventricular assist device recipients in intensive care,0.333333333,0.666666667,0,1
Serological assessment is advisable before COVID-19 vaccination,1,0,0,1
Serum ACE activity and plasma ACE concentration in patients with SARS-CoV-2 infection,0.5,0.5,0,1
Serum C reactive protein predicts humoral response after BNT162b2 booster administration,1,0,0,1
Serum C reactive protein predicts humoral response after BNT162b2 booster administration (preprint),1,0,0,1
Serum albumin in patients undergoing transcatheter aortic valve replacement: A meta-analysis,0,1,0,1
Serum vitamin D concentration is lower in patients with tinnitus: a meta-analysis of observational studies,0.666666667,0.333333333,0,1
"Seven-year tobacco tax plan in Ukraine: a case study of the actors, tactics and factors motivating policy passage",0.5,0.5,1,0
Sex-related differences in arterial spin-labelled perfusion of metabolically active brain structures in neonatal hypoxic‚Äìischaemic encephalopathy,1,0,0,1
Shared perceptions of flavored cigarette pack design among young adults who smoke in Mexico and the Philippines,1,0,1,0
Short and Long Termoxygenation Outcomes After Liver Transplantation for Hepatopulmonary Syndrome,1,0,0,1
Short-Term Effect of Quetiapine Used to Treat Delirium Symptoms on Opioid and Benzodiazepine Requirements in the Pediatric Cardiac Intensive Care Unit,0.5,0.5,0,1
Sigmoid resection for diverticular diseaseâ€“to ligate or to preserve the inferior mesenteric artery? Results of a systematic review and metaâ€analysis,1,0,0,1
Significance of progressive liver fibrosis in pediatric liver transplants: a review of current evidence,0.333333333,0.666666667,0,1
Simulation modeling of healthcare delivery during sepsis resuscitation,0.4,0.6,0,1
Simulation of ICU patients-outcomes of PAs and medical residents,0,1,0,1
Simultaneous liver‚Äìkidney transplantation from donation after cardiac death donors: an updated perspective,0.285714286,0.714285714,0,1
"Single infusion of pharmacologically-modified, alloantigen pulsed recipient DC prolongs transplant survival by inducing Ag-specific T cell hyporesponsiveness.",1,0,0,1
Six-month decline of serum anti-spike S1 subunit IgA in SARS-CoV-2 in seronegative healthcare workers after mRNA-based COVID-19 vaccination,1,0,0,1
Six-month quality-of-life and functional status of acute respiratory distress syndrome survivors compared to patients at risk: a population-based study,0.4,0.6,0,1
Skewed task conflicts in teams: What happens when a few members see more conflict than the rest?,1,0,1,0
Sleep and Safety among Healthcare Workers: The Effect of Obstructive Sleep Apnea and Sleep Deprivation on Safety,0.333333333,0.666666667,0,1
Small systems of Duffing oscillators and the Fermi-Pasta-Ulam-Tsingou system An examination of the possible reasons for the unusual stability of localized nonlinear excitations ‚Ä¶,0,1,0,1
Smoke and scan: a content analysis of QR code-directed websites found on cigarette packs in China,0,1,1,0
Smoke-free Turkey: Evaluation of outdoor areas of public places,0.5,0.5,1,0
Smokers' Experiences with Vaping to Quit: A Concept Mapping Study,0.333333333,0.666666667,1,0
Smokers' Perceived Addiction to Cigarettes: Findings from the Ontario Tobacco Survey,1,0,1,0
Smokers' quit behaviors and intentions: do they vary by body mass index?,1,0,1,0
"Smoking among female daily smokers in Surabaya, Indonesia",0.833333333,0.166666667,1,0
Smoking cessation and lung cancer mortality in a cohort of middle-aged Canadian women,0.5,0.5,1,0
Smoking cessation strategies used by former menthol cigarette smokers after a menthol ban,0.333333333,0.666666667,1,0
Smoking in the home: changing attitudes and current practices.,0.833333333,0.166666667,1,0
"Smoking in urban outdoor public places: Behaviour, experiences, and implications for public health",0.8,0.2,1,0
Smoking low-cost cigarettes: Disparities evident,0.25,0.75,1,0
Smoking restrictions in homes after implementation of a smoking ban in public places,0.75,0.25,1,0
"Smoking, e-cigarettes and the effect on respiratory symptoms among a population sample of youth: Retrospective cohort study",0.375,0.625,1,0
So Shines a Good Deed in a Weary World,0,1,0,1
"Social capital and peer influence of tobacco consumption: a cross-sectional study among household heads in rural Uttar Pradesh, India",0.333333333,0.666666667,1,0
Social comparison and distributive justice: East Asia differences,0,1,1,0
Social disparities in children's exposure to secondhand smoke in privately owned vehicles,0.5,0.5,1,0
Sodium Correction Practice In Profound Hyponatremia: Experience In A Tertiary Referral Centre,0.6,0.4,0,1
Sodium correction practice and clinical outcomes in profound hyponatremia,0.333333333,0.666666667,0,1
Sodium menu labelling: priorities for research and policy,1,0,1,0
Softening up on the hardening hypothesis,0,1,1,0
Some properties of the Noether charge and a proposal for dynamical black hole entropy,0,1,0,1
Something wicked this way comes,0,1,0,1
Sonographic assessment of tumor response: from in vivo models to clinical applications,0,1,0,1
Spanish Translation of the Anatomical Quality Assurance (AQUA) Checklist: new guidelines for reporting in original anatomical studies,0.5,0.5,0,1
Spatiotemporal Analysis of COVID-19 Hospitalization and ICU Patterns in the United States,0.4,0.6,0,1
Spherically symmetric singularities and strong cosmic censorship,0,1,0,1
Spinning a global web: tactics used by Big Tobacco to attract children at tobacco points-of-sale,0.666666667,0.333333333,1,0
Spiral Disk Instability in Binary White Dwarf Mergers as a Progenitor to Type Ia Supernovae,0.333333333,0.666666667,0,1
Splenectomy for massive splenomegaly: long-term results and risks for mortality,0,1,0,1
Staged vs complete repair in tetralogy of Fallot with pulmonary atresia,0.4375,0.5625,0,1
"Standard smokeless tobacco packaging: potential impact on perceived attractiveness, warning label visibility and harm perceptions among adults in Bangladesh",0.5,0.5,1,0
State versus private ownership of tobacco companies,1,0,1,0
State-level alcohol environments and sexual identity disparities in binge drinking in the Behavioral Risk Factor Surveillance System,1,0,1,0
Statin therapy is associated with decreased hospital mortality in patients with severe sepsis and septic shock,0,1,0,1
Statistical control in correlational studies: 10 essential recommendations for organizational researchers,0,1,1,0
Stethoscope‚ÄìAn essential diagnostic tool or a relic of the past?,0.2,0.8,0,1
"Strategies to expand corporate autonomy by the tobacco, alcohol and sugar-sweetened beverage industry: a scoping review of reviews",0.5,0.5,1,0
Straw cigarette branding: misleading descriptors and a new Marlboro man,0.5,0.5,1,0
"Strengthening policy-relevant tobacco research capacity in low-and middle-income countries: challenges, opportunities, and lessons learned",0.428571429,0.571428571,1,0
Stress and well-being at work: A century of empirical trends reflecting theoretical and societal influences.,1,0,1,0
Striving Towards Equity,1,0,1,0
Stroke and mechanical thrombectomy in patients with COVID-19: technical observations and patient characteristics,0,1,0,1
"Structural equation modeling in management research: A guide for improved analysis. The Academy of Management Annals, 3 (1), 543‚Äì604",1,0,1,0
Structural imaging of mild traumatic brain injury may not be enough: overview of functional and metabolic imaging of mild traumatic brain injury,0,1,0,1
Structural variations in the sulco-gyral pattern of the orbitofrontal cortex,0.75,0.25,0,1
Structure and antigenicity of viruses implicated in neonatal diarrhea of calves,1,0,1,0
Sublingual Tacrolimus in Liver Transplantation: A Valid Option?,1,0,0,1
Sudden cardiac death associated with cardiac catheterization in Williams syndrome: a case report and review of literature,0,1,0,1
