orcid,type,name,gender,latitude,longitude,affiliation,cr_highest_degree,organization,department,institution_name,institution_place,institution_department,orcid_cr_combined_department,google_scholar_affiliation,google_scholar_name,gs_parsed_highest_degree,
0000-0002-5054-3420,co_author,Shenghui Hong,female,30.521595,120.7195312,Zhejiang University,,,,,,,,The Hong Kong University of Science and Technology,Shenghui Song,,
0000-0002-6646-3281,co_author,Shengxia Yin,female,32.0565957,118.7740883,Nanjing University,,,,,,,,,,,
0000-0001-8476-3141,co_author,Shenq-Shyang Huang,male,38.5337904,-121.7907544,"University of California, Davis",PhD,National Tsing Hua University,Institute of Molecular and Cellular Biology,,,,Institute of Molecular and Cellular Biology,"the University of California, Davis",Shenq-Shyang Huang,,
0000-0002-5483-2908,co_author,Sherry Chou,female,38.62727,-90.19789,Washington University School of Medicine in St. Louis,,,,San Francisco State University,,,,Northwestern Feinberg School of Medicine,Sherry H-Y. Chou,,
0000-0003-0891-0167,co_author,Sheryl Emmerling,male,38.901365,-90.0476214,OSF HealthCare,PhD,,,Illinois State University,,,,,,,
0000-0002-8193-2138,co_author,Sheryl Katta-Charles,male,,,Spaulding Rehabilitation Hospital Network,,,,,,,,,,,
0000-0003-4063-7068,co_author,Shinung Ching,male,40.52222,-74.46083,McKelvey School of Engineering,Ph.D.,University of Michigan,,,,,,Washington University in St. Louis,ShiNung Ching,,
0000-0002-0828-8403,co_author,Shidasp Siami,male,,,Service de Réanimation Polyvalente,,,,,,,,,,,
0009-0009-2863-0331,co_author,Shifeng Lian,male,59.3515453,18.0310658,Karolinska Institutet,Master of Public Health,,,The University of Hong Kong,"Pokfulam Road, Hong Kong SAR",,,,,,
0000-0003-4881-4049,co_author,Shigefumi Fukui,female,34.7793671,135.5412381,National Cerebral and Cardiovascular Center,,,,,,,,,,,
0000-0003-2826-4908,co_author,Shijing Jia,male,42.2942142,-83.7100389,"University of Michigan, Ann Arbor",,,,,,,,,,,
0009-0004-2191-0174,co_author,Shiker Nair,male,,,Research Square,,,,Research Square,,,,"Johns Hopkins University, Broad Institute of MIT and Harvard",Shiker Nair,,
0000-0001-6844-073X,co_author,Shinya Unai,female,41.5005343,-81.6220008,Cleveland Clinic Foundation,,,,,,,,,,,
0000-0002-0270-6483,co_author,Shipeng Li,male,,,Shenzhen Institute of Artificial Intelligence and Robotics for Society,fellow,Kunming University of Science and Technology,,,,,,"Chair Scientist, International Digital Economy Academy","Shipeng Li, Ph.D., IEEE Fellow, IEAS Academician",fellow,
0000-0001-8484-6430,co_author,Shirin Pourafshar,male,,,University of Virginia School of Medicine,phd,,,,,,,Standard Process,"Shirin Pourafshar, PhD, MSCR, RDN",phd,
0000-0001-7151-7830,co_author,Shirish Huprikar,female,40.7899644,-73.9532282,The Mount Sinai Hospital,,,,,,,,,,,
0000-0002-4057-790X,co_author,Shirley Holt,female,34.7408413,-92.2915917,Arkansas Children's Hospital,,,,,,,,,,,
0000-0001-8567-1783,co_author,Shirley Vallance,female,40.7715339,-73.9858615,The Alfred,,,,,,,,,,,
0000-0003-0072-2612,co_author,Shivani Sharma,female,30.7686398,76.5750483,Chandigarh University,Master of Science,University of Delhi,Acbr ,Iowa State University,,,Acbr ,"California Nanosystems Institute, UCLA",sharma shivani,,
0009-0007-8775-8242,co_author,Shiyong Guo,male,,,Science and Technology on Electro-optic Control Laboratory,,,,,,,,,,,
0000-0002-1805-2074,co_author,Shiyue Zhou,female,33.5937525,-101.8995955,Texas Tech University,,,,,,,,AbbVie,Shiyue Zhou,,
0000-0002-9495-3843,co_author,Shraddha Mainali,female,37.5402232,-77.4312269,VCU School of Medicine,,,,,,,,Virginia Commonwealth University,Shraddha Mainali,,
0000-0003-1359-4891,co_author,Shri Sharma,female,28.63576,77.22445,"ICAR - Indian Agricultural Research Institute, New Delhi",,,Funding,US Dept of the Army,,Funding,Funding,"Senior Member, IEEE",Shree Krishna Sharma,,
0000-0003-3496-2091,co_author,Shrirang Gadrey,male,38.0410576,-78.5055084,University of Virginia,,,,,,,,University of Virginia,Shrirang Gadrey,,
0000-0003-1010-0016,co_author,Shruti Kapoor,female,22,79,Institute of Genomics and Integrative Biology India,phd,,,,,,,PhD,Shruti Kapoor,phd,
0000-0001-9466-6716,co_author,Shu Tahara,male,10.8855601,123.0641588,NEC Corporation,,,,,,,,,,,
0000-0001-7305-0445,co_author,Shu-Yi Liao,female,24.1208343,120.6757118,National Chung Hsing University,Ph.D. ,,,,,,,National Jewish Health,Shu-Yi Liao,,
0000-0002-0631-6212,co_author,Shuai Wu,female,,,Dalian Institute of Chemical Physics Chinese Academy of Sciences,Ph.D,,,,,,,"Dalian Institute of Chemical Physics, Chinese Academy of Sciences",Zhong-Shuai Wu,physics,
0000-0002-9884-0897,co_author,Shuang Qi,male,45.6994309,126.6140271,Harbin Medical University,Doctor of Philosophy,,,The University of Hong Kong,"Pokfulam Road, Hong Kong SAR",,,"Cornell University, Eric and Wendy Schmidt AI in Science Postdoc Research Fellow",Shuangqi Li,fellow,
0000-0001-7428-5588,co_author,Shubhayu Bhattacharyay,male,39.6185322,20.8410341,Department of Medicine,Doctor of Philosophy,Harvard Medical School,Statistics,"Iowa State University, Digital Repository",Ames,Statistics,Statistics,"MD candidate, Harvard Medical School","Shubhayu Bhattacharyay, PhD",md,
0000-0001-8285-8665,co_author,Shuchao Ren,male,34.36594,-89.52536,Yunnan Agricultural University,,,,Nanyang Technological University,,,,,,,
0000-0003-3455-3300,co_author,Shujing Lai,male,,,Shanghai Jiao Tong University School of Medicine,,,,Nanyang Technological University,,,,,,,
0000-0003-1369-3005,co_author,Shun-Chiao Chang,male,,,GNS Healthcare,,,,,,,,NTUST,Shun-Chiao Chang,,
0000-0002-7012-2527,co_author,Shweta Sharma,female,30.7604622,76.7663284,Panjab University,Ph.D.,,,,,,,"Assistant Professor of Chemistry, ABES Engineering College",Shweta Sharma,professor,
0000-0002-3058-9480,co_author,Shwu-Fan Ma,male,,,University of Virginia School of Medicine,,,,,,,,,,,
0000-0003-3018-144X,co_author,Shyam Prabhakaran,male,41.7913968,-87.6008439,The University of Chicago,,,,,,,,,,,
0000-0002-5998-4783,co_author,Si Cheng,female,30.537354,114.3615203,Wuhan University,Master's Thesis,,,bioRxiv,,,,Tsinghua University,Sicheng Zhao,,
0000-0003-2225-4864,co_author,Siddhi Ramesh,female,41.7909256,-87.6057809,The University of Chicago Medicine,,,,,,,,,,,
0000-0001-8054-3037,co_author,Sidra Ishaque,female,-1.285773,36.8220131,The Aga Khan University Hospital,,,,,,,,The Aga Khan University Hospital,Sidra Ishaque,,
0000-0001-5549-152X,co_author,Sidra Khalid,female,33.74757,73.1365,Quaid-i-Azam University,,,,,,,,Sidra Medicine,khalid Hussain,,
0000-0003-0874-5202,co_author,Silke Schmidt,female,54.0894347,13.4048743,Universität Greifswald,,,,,,,,Universität Greifswald,Silke Schmidt-Schuchert,,
0000-0003-0388-4035,co_author,Silvia Martinez,female,38.0147121,-1.1676358,Universidad de Murcia,Doctor en Traducción e Interpretación,Universidad de Granada,Traducción e Interpretación,,,,Traducción e Interpretación,University of Murcia,Silvia Martinez Subiela,,
0000-0002-1243-520X,co_author,Simon Hooker,male,33.6504809,-117.827351,University of Oxford,,,,,,,,Oxford University,Simon Hooker,,
0000-0002-7724-5722,co_author,Simon Mucha,male,41.5005343,-81.6220008,Cleveland Clinic Foundation,,,,,,,,,,,
0000-0002-7414-4950,co_author,Simon Stanworth,male,51.5249268,-0.0392441,Queen Mary University of London,,,,ISRCTN,"London, UK",,,"Consultant Haematologist, NHS Blood & Transplant",Simon Stanworth,,
0000-0002-4353-8535,co_author,Simon Zec,male,42.3397904,-71.1048812,Beth Israel Deaconess Medical Center,Doctor of Medicine (MD),"University of Belgrade, Faculty of Medicine",,,,,,Beth Israel Deaconess Medical Center | Harvard Medical School,Simon Zec,,
0000-0002-0098-2302,co_author,Simona Cavallo,female,45.07049,7.68682,Azienda Ospedaliera - Universitaria Città della Salute e della Scienza di Torino,,,,,"Washington, D. C.",,,,,,
0000-0001-9984-4710,co_author,Simone Sarasso,female,45.4562764,9.1912921,Università degli Studi di Milano,PhD,Università degli Studi di Padova,Psicologia Generale,"Authorea, Inc.",,,Psicologia Generale,Dept. Biomedical and Clinical Sciences. University of Milan,Simone Sarasso,,
0000-0003-1527-6942,co_author,Simrat Kaur,male,41.5005343,-81.6220008,Cleveland Clinic Foundation,MD,,,,,,,reader,simrat kaur,,
0000-0001-7655-3013,co_author,Sindhu Srinivas,male,,,University of Pennsylvania Perelman School of Medicine,,,,,,,,,,,
0000-0002-9931-0302,co_author,Sing-Ru Lin,male,,,National Cheng Kung University College of Medicine,M.Phil.,University of California Berkeley,Electrical Engineering,The Hong Kong University of Science and Technology,"Clear Water Bay, Hong Kong",Electronic and Computer Engineering,Electrical Engineering,,,,
0000-0003-0819-4244,co_author,Siou-Ru Ye,male,35.7050766,51.3976093,National Ilan University,,,,,,,,,,,
0000-0002-0741-3567,co_author,Siri Greeley,female,7.25,2.16667,The UChicago Medicine Kovler Diabetes Center,MD,University of Pennsylvania,School of Medicine,,,,School of Medicine,The University of Chicago,Siri Atma W. Greeley,,Doctor of Medicine
0000-0002-6703-5393,co_author,Siyu Bao,male,31.3011648,121.4980876,Fudan University,,,,,,,,,,,
0000-0003-1288-3261,co_author,Skyler Lentz,male,,,University of Vermont Larner College of Medicine,associate professor,,,,,,,"Associate Professor of Emergency Medicine and Medicine, University of Vermont School of Medicine",Skyler Lentz,associate professor,
0000-0003-4738-5844,co_author,Skyler Pearson,male,38.5337904,-121.7907544,"University of California, Davis",Bachelor of Arts with Departmental Honors,,,Toronto Metropolitan University,,,,,,,
0000-0002-6040-0183,co_author,Slobodan Klasnja,male,44.79917,20.35417,Clinical Hospital Center Bezanijska Kosa,,University of Belgrade,PhD studies ,,,,PhD studies ,,,,"Cardiology Fellowship, Cardiology"
0000-0003-0912-0407,co_author,Smith Heavner,female,45.4962111,-122.6859863,CDRC,Doctor of Philosophy,Clemson University,Public Health Sciences,,,,Public Health Sciences,,,,"PhD, Applied Health Research and Evaluation"
0000-0002-0228-2393,co_author,So Kim,male,36.3697191,127.362537,Korea Advanced Institute of Science and Technology,M.Sc. Candidate,,,,,,,서울대학교 기계항공공학부 교수,Min Soo Kim,,"Doctor's Degree, UX Research"
0000-0002-8060-4300,co_author,Sokhna Seck,female,48.8766026,2.1736995,IFP Energies nouvelles,,,,,,,,International Renewable Energy Agency (IRENA),Gondia Sokhna Seck,,
0000-0002-6965-6441,co_author,Solomon Badejoko,male,36.8584027,-76.3054313,University of Pittsburgh Medical Center,"MD, MPH",Saint Joseph's Medical Center,Graduate Medical Education,,,,Graduate Medical Education,"Internal Medicine, St. Joseph's Medical Center, California",Solomon O. Badejoko,,"MPH, Epidemiology and Disease control"
0009-0009-8512-3272,co_author,Solomon Bienstock,male,40.789793,-73.9532536,Icahn School of Medicine at Mount Sinai,,,,,,,,The Mount Sinai Hospital,Solomon Bienstock,,
0000-0002-6242-5595,co_author,Soma Jobbagy,female,42.3628604,-71.068753,Massachusetts General Hospital,"Resident, Anatomic and Clinical Pathology",Massachusetts General Hospital,Department of Pathology,,,,Department of Pathology,,,,"MD PhD, Clinical Pathology"
0000-0001-7310-9881,co_author,Somnath Bose,female,42.3397904,-71.1048812,Beth Israel Deaconess Medical Center,professor,,,,,,,"Assistant Professor of Anaesthesia, Harvard Medical School",SOMNATH BOSE,professor,
0000-0002-6745-3827,co_author,Sonal Pannu,male,36.8584027,-76.3054313,The Ohio State University Wexner Medical Center,,,,,,,,,,,
0000-0002-1660-6440,co_author,Sondra Seiler,female,38.62727,-90.19789,Washington University School of Medicine in St. Louis,,,,,,,,,,,
0000-0002-0995-7672,co_author,Sonia Jain,female,32.8792438,-117.2311247,"University of California, San Diego",PhD,,,Research Square,,,,"Founder and Principal, Adjunct Professor",Sonia Jain,professor,"PhD, Psychology"
0000-0002-9032-3713,co_author,Sonia Napravnik,female,35.2036325,-80.8401145,UNC School of Medicine,,,,,,,,UNC,Sonia Napravnik,,
0009-0005-6502-178X,co_author,Sonia Shah,female,-27.4974181,153.0131696,The University of Queensland,Doctor of Philosophy (PhD),Tbilisi State Medical University,Department of Medicine,Louisiana State University and Agricultural and Mechanical College,,,Department of Medicine,University of Queensland,Sonia Shah,,"PhD, Cardiovascular Genetics"
0000-0001-8675-9074,co_author,Soojin Park,male,37.449443,126.6534446,Inha University,master,Kyungpook National University,medical science in biomedical,,,,medical science in biomedical,"Inha University, Department of Chemistry",Soo-Jin Park,,
0000-0003-3272-484X,co_author,Sophie Richter,female,51.9673422,7.5992433,University of Münster,BMBCh,University of Oxford,,,,,,"Postdoctoral Fellow, Picower Institute, MIT",Sofie Ährlund-Richter,fellow,
0009-0004-9798-2350,co_author,Soumyajit Ray,male,39.3271665,-76.6199049,Whiting School of Engineering,,,,,,,,International Food Policy Research Institute,Soumyajit Ray,,"Engineering, Computer science"
0000-0001-9647-8508,co_author,Sowmya Kumble,female,39.2961786,-76.5914676,The Johns Hopkins Hospital,Doctor of Philosophy,,Aerospace Engineering,"Iowa State University, Digital Repository",Ames,Aerospace Engineering,Aerospace Engineering,,,,
0000-0002-9498-3778,co_author,Soyoung Lee,male,,,University of Science and Technology (UST),PHD,,Department of Economics,University of Virginia,"Charlottesville, VA",Department of Economics,Department of Economics,Johannes Kepler University Linz,Soyoung Lee,,
0000-0002-9713-1116,co_author,Spencer Gessner,male,37.4167876,-122.2049266,SLAC National Accelerator Laboratory,PhD,Stanford University,Physics,SLAC National Accelerator Laboratory (SLAC),"Menlo Park, CA (United States)",,Physics,SLAC,Spencer Gessner,,
0000-0003-1632-0896,co_author,Sravanthi Ennala,female,,,From the Respiratory Institute,,,,,,,,Cleveland Clinic,Sravanthi Ennala,,Bachelor of Medicine and Bachelor of Surgery
0000-0001-5939-6300,co_author,Sreejith Parameswaran,female,-37.7,145.18333,Jawaharlal Institute of Postgraduate Medical Education and Research,D. M. Nephrology,Post Graduate Institute of Medical Education and Research,Nephrology,,,,Nephrology,"Professor of Nephrology, JIPMER, Pondicherry, India",Sreejith Parameswaran,professor,"D.M. Nephrology, Nephrology"
0000-0003-3185-0000,co_author,Sreekanth Cheruku,female,32.9785262,-96.7553288,The University of Texas at Dallas,Cardiothoracic Anesthesiology,Duke University Medical Center,Anesthesiology,,,,Anesthesiology,UT Southwestern Medical Center,Sreekanth Cheruku,,
0000-0001-7836-6107,co_author,Sreenidhi Sankararaman,female,,,Johns Hopkins University School of Medicine,,,,,,,,,,,Biomedical/ Medical Engineering
0000-0003-4562-3124,co_author,Sreeparna Ghosh,female,18.5237945,73.7306378,FLAME University,Ph.D.,Brown University,Anthropology,,,,Anthropology,Chief Executive Officer. CaresBio Laboratory LLC,Sriparna Ghosh,,
0000-0002-4817-6625,co_author,Sridevi Sarma,female,,,Johns Hopkins Department of Biomedical Engineering,,,,,,,,Johns Hopkins University,Sridevi Sarma,,"PhD, Electrical and Electronics Engineering"
0000-0001-7432-1649,co_author,Sridhar Badireddi,male,,,Central Arkansas Veterans Healthcare System John L. McClellan Memorial Veterans Hospital,,,,,,,,,,,
0000-0002-4588-823X,co_author,Srinadh Annangi,female,38.0266291,-84.5047222,University of Kentucky,,,,,,,,University of Kentucky & Harrison Memorial Hospital,Srinadh Annangi,,"MD, Pulmoary and Critical care medicine"
0000-0002-0931-7704,co_author,Srinivas Dukkipati,male,40.789793,-73.9532536,Icahn School of Medicine at Mount Sinai,,,,"Authorea, Inc.",,,,,,,
0000-0003-1774-0104,co_author,Srinivasan Dasarathy,male,41.5045,-81.59707,Cleveland Clinic Lerner College of Medicine of Case Western Reserve University,DM,ALL INDIA INSTITUTE OF MEDICAL SCIENCES,GASTROENTEROLOGY,,,,GASTROENTEROLOGY,Cleveland Clinic,Srinivasan Dasarathy,,
0000-0003-3535-2113,co_author,Sruti Shiva,female,,,University of Pittsburgh School of Medicine,,,,,,,,"Sr. Data Scientist, Alcon",Shruti Siva Kumar,,
0000-0002-4590-5175,co_author,Stacey Adam,female,39.0000142,-77.1040039,National Institutes of Health (NIH),professor,,,,,,,"Professor of Horticulture, University of Nebraska",Stacy Adams,professor,
0000-0003-2317-5973,co_author,Stacie Vilendrer,female,,,Stanford University School of Medicine,,,,Research Square,,,,,,,
0000-0001-8410-7304,co_author,Stacy Jepsen,female,44.9540508,-93.2613343,Abbott Northwestern Hospital,,,,,,,,,,,
0000-0002-3499-5208,co_author,Stacy Rudnicki,female,38.46806,106.27306,"Cytokinetics, Inc.",,,,,,,,,,,
0000-0002-4696-6615,co_author,Stamatios Lerakis,male,33.7936353,-84.3221796,Emory University School of Medicine,phd,,,,,,,Emory University,"Stamatios Lerakis, MD, PhD",phd,
0000-0003-2419-1916,co_author,Starlie Belnap,female,25.7553898,-80.3762833,Florida International University,"Doctor of Philosophy (PhD)
 
Psychology",Florida International University,Psychology,Florida International University,,,Psychology,Baptist Health South Florida,Starlie C Belnap,,
0000-0001-9020-7950,co_author,Stefan Jankowski,male,,,Lodz University of Technology,,,,,,,,,,,
0000-0003-0746-0731,co_author,Stefan Karsch,male,,,Max Planck Institute of Quantum Optics,professor,,,,,,,"Professor für Physik, Ludwig-Maximilians-Universität München",Stefan Karsch,professor,
0000-0001-9170-2750,co_author,Stefan Winzeck,male,39.6185322,20.8410341,Department of Medicine,,,,,,,,Unknown affiliation,Stefan Winzeck,,
0000-0003-4025-7786,co_author,Stefan Wolf,male,52.5299885,13.3486639,Charité – Universitätsmedizin Berlin,,,,,,,,University of Birmingham,Stefan Wolff,,
0000-0003-1504-7242,co_author,Stefania Galimberti,female,45.518276,9.2139042,Università degli Studi di Milano-Bicocca,,,,Research Square,,,,Unknown affiliation,Galimberti Stefania,,
0000-0002-8587-3614,co_author,Stefania Mondello,female,38.2296362,15.5511037,Università degli Studi di Messina,PhD,University of Messina,,,,,,University of Messina - IRCCS Oasi M. SS. Di Troina,Stefania Mondello,,
0000-0001-7916-9607,co_author,Stefano Romeo,male,,,Sahlgrenska Akademin,professor,,,,,,,University of Gothenburg,"Stefano Romeo, Professor",professor,
0000-0001-6564-9132,co_author,Steffen Sammet,male,,,Pritzker School of Medicine,Dr. med.,Ruprecht Karls Universität Heidelberg,,,,,,"Director of Clinical MR Physics, Professor, University of Chicago",Steffen Sammet,professor,"MD, Medicine"
0000-0001-5159-525X,co_author,Stephan Kuschel,male,53.5909051,9.9753758,Universität Hamburg,,,,Georg-August-University Göttingen,,,,TU Darmstadt,Stephan Kuschel,,"PhD, Physics"
0000-0003-0279-7255,co_author,Stephan Mayer,male,42.3678522,-83.0855196,Henry Ford Hospital,professor,,,,,,,"Professor of Physics, University of Chicago",Stephan S Meyer,professor,"MD, Medicine"
0000-0003-0115-002X,co_author,Stephanie Baker,female,38.0310772,-84.5093899,UK HealthCare,,,,,,,,University of Ottawa,Stephanie L Baker,,
0000-0001-5175-0459,co_author,Stephanie Bass,female,41.5005343,-81.6220008,Cleveland Clinic Foundation,,,,American Psychological Association,,,,,,,Doctor of Pharmacy
0000-0001-5288-7545,co_author,Stephanie Bonne,female,40.8837051,-74.0559409,Hackensack University Medical Center,MD,Rosalind Franklin University of Medicine and Science Chicago Medical School,,,,,,Rutgers New Jersey Medical School,Stephanie Bonne,,"MD, Medicine"
0000-0003-0127-1913,co_author,Stephanie Buzzard,female,,,,,,,,,,,,,,
0000-0002-3617-0701,co_author,Stephanie Cabral,female,42.3397904,-71.1048812,Beth Israel Deaconess Medical Center,resident,,,,,,,"Internal Medicine Resident, Beth Israel Deaconess Medical Center",Stephanie Cabral,resident,"Bacharelado, Arquitetura e Urbanismo Bacharelado, Arquitetura e Urbanismo "
0000-0003-0446-7815,co_author,Stephanie Cruz,female,29.7104775,-95.3958003,Baylor College of Medicine,MS,,Department of Environmental Sciences,University of Virginia,"Charlottesville, VA",Department of Environmental Sciences,Department of Environmental Sciences,Carleton University,Waleska Stephanie da Cruz Nizer,,"Master of Science in Information Systems & Operations Management, Data Science"
0000-0001-5522-9222,co_author,Stephanie Frisch,female,40.444153,-79.962461,University of Pittsburgh,PhD,,,American Psychological Association,,,,University of Pittsburgh,Stephanie O. Frisch,,"Bachelor of Science - BS, Biology, Environmental Science, Conservation, Minor in Sustainability "
0000-0002-2056-313X,co_author,Stephanie Hartman,female,38.9391024,-76.9999642,The Catholic University of America,,,,American Psychological Association,,,,"University of Potsdam, Germany",Stefanie Hartmann,,"DPT, Doctor in Physical Therapy DPT, Doctor in Physical Therapy"
0000-0002-7264-2825,co_author,Stephanie Helman,female,40.444153,-79.962461,University of Pittsburgh,,,Funding,OSD or Non-Service DoD Agency,,Funding,Funding,University of Pittsburgh,Stephanie Helman,,
0000-0002-6394-8574,co_author,Stephanie Spencer,female,51.0627379,-1.3329131,University of Winchester,,,,,,,,University of Winchester,stephanie spencer,,"Bachelor's degree, Finance, General Bachelor's degree, Finance"
0000-0001-7954-282X,co_author,Stephen Hayden,male,51.4905582,-2.6304825,University of Bristol,MD/Professor of Emergency Medicine,UC San Diego Health Sciences,Emergency Medicine,,,,Emergency Medicine,"Professor of Physics, Bristol Unversity",Stephen M Hayden,professor,"Bachelor of Arts - BA, Communication, General Bachelor of Arts - BA, Communication"
0000-0002-5976-1133,co_author,Stephen Heard,male,42.285242,-71.7896773,UMass Memorial Medical Center,professor,,,,,,,"Professor of Anesthesiology and Surgery, University of Massachusetts Medical School",Stephen Heard,professor,Bachelor of Science in Mechanical Engineering Bachelor of Science in Mechanical Engineering
0000-0003-2658-4617,co_author,Stephen Holgate,male,50.9325418,-1.435113,Southampton General Hospital,BSC,University of Southampton,Faculty of Medicine,,,,Faculty of Medicine,"University of Southampton, Faculty of Medicine",Stephen Holgate,,"Associate of Arts - AA, Business Administration and Management, General Associate of Arts - AA, Business Administration and Management"
0000-0002-3840-1665,co_author,Stephen Iii,male,33.9968529,-81.0276709,University of South Carolina,professor,,Funding,US Dept of the Air Force,,Funding,Funding,"Professor of Biochemistry, Pharmacology, and Chemistry; Orrin H. Ingram II Chair in Cancer Research, Vanderbilt University",Stephen W. Fesik,professor,
0000-0001-5860-0269,co_author,Stephen Kay,male,44.49653,11.35308,Alma Mater Studiorum Università di Bologna,Doctor of Philosophy,,Agronomy,"Iowa State University, Digital Repository",Ames,Agronomy,Agronomy,University of Southern California,Steve A Kay,,"Master of Architecture (M.Arch.), Architecture Master of Architecture (M.Arch.)"
0000-0003-1518-2436,co_author,Stephen Kron,male,41.7913968,-87.6008439,The University of Chicago,MD,Stanford University,Medicine,American Association for Cancer Research,,,Medicine,University of Chicago,Stephen Kron,,
0000-0003-0251-6740,co_author,Stephen Kujawa,male,,,David Geffen School of Medicine at UCLA,,,,San Francisco Support Office,"Oakland, CA (United States)",,,,,,
0000-0002-7029-7554,co_author,Stephen Richards,male,-34.9207272,138.6035628,South Australian Museum,Doctor of Philosophy,University of Adelaide,Faculty of Health and Medical Sciences,,,,Faculty of Health and Medical Sciences,Baylor College of Medicine,Stephen Richards,,"Bachlor, Business economics / Economie en management / Economie en zakelijk beheer"
0000-0002-1506-5267,co_author,Stephen Smith,male,,,University of Oxford Medical Sciences Division,B.S.-C.E.,University of Idaho,,,,,,"WIN (FMRIB), Oxford University",Stephen M. Smith,,
0009-0001-6753-0730,co_author,Steve Frank,female,7.25,2.16667,The University of Texas MD Anderson Cancer Center,,,,,,,,"University of California, Irvine",Steven A. Frank,,"Bachelor's of Science degree, General Engineering Bachelor's of Science degree,"
0000-0002-8645-1392,co_author,Steven Chang,male,,,Stanford University School of Medicine,MD,,,,,,,Joint Global Change Research Institute,Steven J Smith,,"Bachelor of Information Technology (BIT), Networking & IT Security Bachelor of Information Technology (BIT), Networking & IT Security "
0000-0002-7715-3465,co_author,Steven Compton,male,53.7710908,-0.3683906,University of Hull,,,,,,,,"Reader in Entomology, University of Leeds",Steve Compton,,"Business Administration and Management, General Business Administration and Management"
0000-0003-0851-1326,co_author,Steven Fox,male,-37.8003188,144.9567343,Peter Maccallum Cancer Centre,Ph.D.,University of California,Economics,Fort Hays State University,"Hays, KS",,Economics,Melbourne,Stephen Fox,,"Bachelor�s Degree, Chemical Engineering Bachelor�s Degree, Chemical Engineering "
0000-0002-4185-2678,co_author,Steven Frank,male,7.25,2.16667,The University of Texas MD Anderson Cancer Center,professor,,,Research Square,,,,"Professor of Endocrinology, Imperial College London",Stephen Franks,professor,"Associate's Degree, Golf Complex Operations and Management Associate's Degree, Golf Complex Operations"
0000-0001-6668-3391,co_author,Steven Goodman,male,41.8662215,-87.6168913,Field Museum of Natural History,,,Funding,US Dept of the Army,,Funding,Funding,Stanford,Steven N. Goodman,,Executive MBA Executive MBA
0000-0002-5345-0377,co_author,Steven Gordon,male,41.5045,-81.59707,Cleveland Clinic Lerner College of Medicine of Case Western Reserve University,professor,,,,,,,"Professor of Information Technology Management, Babson College",Steven Gordon,professor,"Master�s Degree, Aerospace and Aerothermal Engineering Master�s Degree, Aerospace and Aerothermal Engineering "
0000-0002-3956-815X,co_author,Steven Moore,male,41.6594014,-91.5483987,University of Iowa Hospitals & Clinics,,,,,,,,"Division of Cancer Epidemiology and Genetics, NCI, NIH",Steven C. Moore,,"Bachelor of Arts (B.A.), Religion/Religious Studies Bachelor of Arts (B.A.), Religion/Religious Studies "
0000-0003-1361-5277,co_author,Steven Shook,male,41.5005343,-81.6220008,Cleveland Clinic Foundation,"Ph.D., Forest Products Marketing",University of Washington,College of Forestry,American Psychological Association,,,College of Forestry,Cleveland Clinic,Steven Shook,,"Bachelor of Business Administration (BBA), Management Information Systems, Telecommunications Track Bachelor of Business Administration (BBA), Management Information Systems, Telecommunications"
0000-0002-1548-9326,co_author,Steven Simpson,male,-33.8888812,151.1894143,The University of Sydney,professor,,,,,,,"Professor of Medicine, University of Kansas",Steven Q Simpson,professor,"Ba (Hons), Economics Ba (Hons), Economics"
0000-0003-4426-211X,co_author,Stine Lund,female,55.6965869,12.5666453,Rigshospitalet,Medical Doctor,University of Copenhagen,,,,,,"Senior Lecture, Lund University School of Economics and Management",Stein Kleppestø,,"Master of Science in Engineering, Bioteknologi Master of Science in Engineering, Bioteknologi"
0000-0003-2298-8868,co_author,Sudhir Krishnan,male,41.5005343,-81.6220008,Cleveland Clinic Foundation,,,,,,,,"National Centre for Biological Sciences, TIFR",Sudhir Krishna,,"Bachelor of Commerce (B.Com.), Accounting and Finance Bachelor of Commerce (B.Com.), Accounting and Finance "
