,Author,Author,Fork,Fork
Fulminant Guillain-Barre syndrome mimicking clinical brain death: A rare condition with bad outcomes,0.666666667,0.333333333,0,1
Functional Network Coherence in Comatose Survivors of Cardiac Arrest,0.166666667,0.833333333,0,1
Functional and evolutionary insights from the genomes of three parasitoid Nasonia species,0,1,0,1
Functional network connectivity in comatose survivors of cardiac arrest (P4. 155),0.2,0.8,0,1
Functional recovery after moderate,1,0,0,1
Functional recovery after moderate/severe traumatic brain injury: a role for cognitive reserve?,0.75,0.25,0,1
Fundamentals and applications of hybrid lwfa-pwfa,0.153846154,0.846153846,1,0
GERIATRICS MICU CO-MANAGEMENT: INTEGRATING GERIATRIC ASSESSMENTS FOR CRITICALLY ILL PATIENTS,0,1,0,1
Garrots pneumatiques,1,0,0,1
Gastric reflux in mechanically ventilated gastric fed ICU patients,0,1,0,1
Gastric reflux: association with aspiration and oral secretion pH as marker of reflux: a descriptive correlational study,0.25,0.75,0,1
Gastroesophageal reflux in critically ill patients,0.25,0.75,0,1
Gender inequity and sexual harassment in the pharmacy profession,0.833333333,0.166666667,1,0
Gender inequity and sexual harassment in the pharmacy profession: Evidence and call to action executive summary,0.75,0.25,1,0
Gender inequity and sexual harassment in the pharmacy profession: evidence and call to action,0.75,0.25,1,0
Gene Expression and Transcription Factor (TF) Activation Profiling Identifies Suppression of Multiple Myeloma (MM) Cell Survival and Chemoresistance Pathways By Inhibition of â€_,0.285714286,0.714285714,0,1
Generation and acceleration of electron bunches from a plasma photocathode,0.266666667,0.733333333,1,0
Genetic patterning for child psychopathology is distinct from that for adults and implicates fetal cerebellar development,0.4,0.6,0,1
Genetics of idiopathic pulmonary fibrosis,0.333333333,0.666666667,0,1
Geospatial Analysis of Chest Pain Patients That Call 9-1-1,0.25,0.75,1,0
Getting to zero: Reduction in the incidence of multidrug-resistant organism infections using an integrated infection control protocol in an intensive care unit,0.571428571,0.428571429,0,1
Glucocorticoid therapy in neurologic critical care,1,0,0,1
Glycemic Control,0.5,0.5,0,1
Glycoproteomics: Identifying the Glycosylation of Prostate Specific Antigen at Normal and High Isoelectric Points by LCâ€“MS/MS,0.4,0.6,0,1
Gut microbiota and metabolites of Î±-synuclein transgenic monkey models with early stage of Parkinsonâ€™s disease,0.3,0.7,1,0
HEPARIN OR 0.9% SODIUM CHLORIDE FLUSH TO MAINTAIN CENTRAL VENOUS CATHETER PATENCY: A RANDOMIZED TRIAL,0.6,0.4,0,1
HIDDEN FLUIDS: THE IMPACT OF SMALL VOLUME PARENTERALS,0.4,0.6,1,0
HIGH FREQUENCY OSCILLATORY VENTILATION FOR CHEST WALL TRAUMA.: 613,1,0,0,1
HIRA: heart rate interval based rapid alert score to characterize autonomic dysfunction among patients with sepsis-related acute respiratory failure (ARF),0.333333333,0.666666667,1,0
HOSPITAL FLUID CULTURE IMPACTS OUTCOME IN SEVERE SEPSIS AND SEPTIC SHOCK PATIENTS,0.3,0.7,1,0
Handbook of neurocritical care,1,0,0,1
Handbook of respiratory care,0,1,0,1
Head and neck dermoids,1,0,0,1
"Head-of-bed elevation and early outcomes of gastric reflux, aspiration and pressure ulcers: a feasibility study",0.4,0.6,0,1
Health care utilization and outcomes in older adults after Traumatic Brain Injury: A CENTER-TBI study,0.483333333,0.516666667,0,1
Heart Rate Recovery and Cardiovascular Risk Factors among Firefighters,0.333333333,0.666666667,1,0
"Heart Rate Recovery, Blood Pressure Recovery, and 24-hour Heart Rate among Firefighters",0,1,1,0
Heart Rate Variability (HRV) Based Interpretable Machine Learning Algorithm for Prediction of All-cause Acute Respiratory Failure (ARF) Among ICU Patients,1,0,1,0
Hemodynamic Instability Following Vasopressin Withdrawal In Septic Shock,0.333333333,0.666666667,1,0
Hemodynamic changes after visual stimulation and breath holding provide evidence for an uncoupling of cerebral blood flow and volume from oxygen metabolism,0,1,0,1
Hemodynamic instability secondary to vasopressin withdrawal in septic shock,0,1,1,0
"Hemodynamic instability secondary to vasopressin withdrawal in septic shock [published online July 28, 2017]",1,0,1,0
Hemodynamic responses following brief breath-holding and visual stimulation reconcile the vascular compliance and sustained oxygen metabolism origins for the BOLD post-stimulus ‚Ä¶,0,1,0,1
Hemoglobin concentration does not impact 3-month outcome following acute ischemic stroke,1,0,0,1
Hemophagocytic Lymphohistiocytosis: An Under Recognized But Fatal Disease,0.5,0.5,0,1
Hemophagocytic Syndrome In Adults: Do The Diagnostic Criteria Apply To The Critically Ill Adult?,0.5,0.5,0,1
Heparin or 0.9% sodium chloride to maintain central venous catheter patency: a randomized trial,1,0,0,1
Hepatic ‚ÄúBOLSA‚Äù a novel method of perihepatic wrapping for hemorrhage hepatic ‚ÄúBOLSA‚Äù,0,1,0,1
Hepatic ‚ÄúBOLSA‚Äù a novel method of perihepatic wrapping for hepatic hemorrhage ‚ÄúBOLSA‚Äù,0,1,0,1
High-Value Lactate Testing: A Retrospective Cohort Study,1,0,0,1
Higher class of obesity is associated with delivery of higher tidal volumes in subjects with ARDS,0,1,0,1
Holiday heart syndrome,1,0,1,0
Horizon 2020 EuPRAXIA design study,0.993006993,0.006993007,1,0
Hormonal status and ICU-acquired paresis in critically ill patients,0.555555556,0.444444444,0,1
Hormonal status in protracted critical illness and in-hospital mortality,0.555555556,0.444444444,0,1
How do I ventilate patients with ARDS: Goal-directed mode selection,1,0,0,1
How should acute ischemic stroke be managed in the intensive care unit?,0,1,0,1
How to prescribe and troubleshoot continuous renal replacement therapy: A case-based review,0,1,1,0
Human versus computer controlled selection of ventilator settings: An evaluation of adaptive support ventilation and mid-frequency ventilation,0.5,0.5,0,1
Human vs machine selection of ventilator settings: evaluation of adaptive support ventilation and mid-frequency ventilation,0.5,0.5,0,1
Hurricane Irma‚Äì‚ÄòNo‚ÄôClinical Impact,0.6,0.4,1,0
Hyperacute Prediction of Targeted Temperature Management Outcome After Cardiac Arrest,0.333333333,0.666666667,0,1
Hyperacute prediction of targeted temperature management outcome after cardiac arrest: a computational approach,1,0,0,1
Hyperglycaemia and apoptosis of microglial cells in human septic shock,0.555555556,0.444444444,0,1
Hyperglycemia management in hospitalized patients with COVID-19.,0,1,0,1
Hyperglycemia management in the critically ill patient with COVID-19,1,0,0,1
Hypoxemia associated with nimodipine in a patient with an aneurysmal subarachnoid hemorrhage,0.333333333,0.666666667,1,0
ICU NURSE SATISFACTION WITH CONVERSION FROM THE RAMSAY TO RICHMOND AGITATION SEDATON SCALE,0.75,0.25,0,1
"IMPACT OF EDUCATIONAL ACTIVITIES, DEDICATED RAPID RESPONSE TEAMS, AND QUALITY CASE REVIEWS ON IN-HOSPITAL CARDIAC ARREST",0.5,0.5,0,1
IMPROVING CAREGIVERS PERCEPTIONS REGARDING PATIENT GOALS OF CARE/END OF LIFE (GOC/EOL) ISSUES FOR THE MULTIDISCIPLINARY CRITICAL CARE TEAM,0.7,0.3,0,1
IMPROVING PATIENT SAFETY DURING CENTRAL VENOUS ACCESS PROCEDURES: EDUCATION ABOUT FREQUENTLY UNRECOGNIZED TECHNIQUE ERRORS: 244,0.5,0.5,0,1
INSIDIOUS HARM OF MEDICATION DILUENTS AS A CONTRIBUTOR TO CUMULATIVE VOLUME AND HYPERCHLOREMIA,0.571428571,0.428571429,1,0
IP123. Gender Differences in Carotid Artery Restenosis Rates Following Surgical Intervention,0.5,0.5,0,1
Iatrogenic Exserohilum infection of the central nervous system: mycological identification and histopathological findings,0.857142857,0.142857143,0,1
Identifying infected patients using semi-supervised and transfer learning,0.5,0.5,0,1
Identifying microRNAs and Their Editing Sites in Macaca mulatta,0.1,0.9,1,0
Identifying positive social determinants of child mental health in ABCD,0,1,0,1
Identifying risk factors for pressure injury in adult critical care patients,0.333333333,0.666666667,0,1
Identifying the Most Important Ecg Predictors of Reduced Ejection Fraction in Patients With Suspected Acute Coronary Syndrome,0.25,0.75,1,0
Identifying the most important ECG predictors of reduced ejection fraction in patients with suspected acute coronary syndrome,0.4,0.6,1,0
Impact of Duration of N-Acetylcysteine in Non-Acetaminophen‚ÄìInduced Acute Liver Failure,0.4,0.6,0,1
Impact of hyperoncotic albumin on duration of vasopressor support in septic shock: a propensity score‚Äìmatched analysis,0.5,0.5,1,0
"Impact of medium-chain triglycerides on gait performance and brain metabolic network in healthy older adults: a double-blind, randomized controlled study",0.5,0.5,0,1
Impact of pharmacists to improve patient care in the critically ill: a large multicenter analysis using meaningful metrics with the Medication Regimen Complexity-ICU (MRC-ICU ‚Ä¶,0.575,0.425,1,0
Impact of protection isolation on the incidence of infection after heart transplantation.,1,0,1,0
Impact of protocolized diuresis for de-resuscitation in the intensive care unit,0.333333333,0.666666667,1,0
Impact of structured care systems on mortality in intensive care units,0.5,0.5,0,1
Impact of structured pathways for postcardiac arrest care: a systematic review and meta-analysis,0.5,0.5,0,1
Impact of symptom frequency and symptom distress on self-reported quality of life in heart transplant recipients,1,0,1,0
"Impact of telemedicine on mortality, length of stay, and cost among patients in progressive care units: experience from a large healthcare system",0.5,0.5,1,0
Implementation of a Housewide Chlorhexidine Gluconate Bathing Program,0.5,0.5,0,1
Implementation of a mandatory checklist of protocols and objectives improves compliance with a wide range of evidence-based intensive care unit practices,1,0,0,1
Implementation of a standardized patient/family communication bundle,0.666666667,0.333333333,0,1
Implementation of a transition insulin protocol to maintain glycemic control after intensive insulin therapy,0.555555556,0.444444444,0,1
Implementation of an interdisciplinary AACN early mobility protocol,0.833333333,0.166666667,0,1
Implementation of protocolized care in ARDS improves outcomes,0.1,0.9,0,1
Implementation of the French law related to the patients' rights and the end of life,1,0,0,1
Implementing Evidence-Based Practice Multidisciplinary teams implement best practices based on research,1,0,1,0
Implementing change is a science,1,0,0,1
Implementing the American Association of Critical-Care Nurses Early Mobility Protocol in 7 Specialty Intensive Care Units,0.75,0.25,0,1
Improvement in the reproducibility of region of interest using an auditory feedback loop: A pilot assessment using dynamic contrast‚Äêenhanced (DCE) breast MR images,0.5,0.5,0,1
Improving ICU Risk Predictive Models Through Automation Designed for Resiliency Against Documentation Bias,0.363636364,0.636363636,1,0
Improving Prehospital Stroke Diagnosis Using Natural Language Processing of Paramedic Reports,0.5,0.5,0,1
Improving caregivers‚Äô perceptions regarding patient goals of care/end-of-life issues for the multidisciplinary critical care team,0.5,0.5,0,1
Improving confidence in detection and characterization of protein Nâ€êglycosylation sites and microheterogeneity,0.333333333,0.666666667,0,1
Improving corrected QT interval monitoring in critical care units: A single center report,0.666666667,0.333333333,1,0
Improving safety of percutaneous tracheostomy using ultrasound screening,0.428571429,0.571428571,0,1
Improving the assessment score in spontaneous intracerebral hemorrhage,1,0,0,1
In Reply: COVID-19 coagulopathy.,0.4,0.6,1,0
In search of an optimal subset of ECG features to augment the diagnosis of acute coronary syndrome at the emergency department,0.166666667,0.833333333,1,0
"In: Dolan SA, Felizardo G, Barnes S, Cox TR, Patrick M, Ward KS, Arias KM: APIC position paper: Safe injection, infusion, and medication vial practices in health care. Am J ‚Ä¶",1,0,0,1
Incidence and Outcomes of Acute Respiratory Distress Syndrome in Brain-Injured Patients Receiving Invasive Ventilation: A Secondary Analysis of the ENIO Study,0.333333333,0.666666667,0,1
Incidence and Predictors of Delaying Seeking Emergent Medical Care Among Patients With Suspected Acute Coronary Syndrome,0.25,0.75,1,0
Incidence and prevalence of coma in the UK and the USA,0.4,0.6,0,1
Incidence of Asynchronies during Invasive Mechanical Ventilation in a Medical ICU,1,0,0.5,0.5
"Incidence, risk factors, and effects on outcome of ventilator-associated pneumonia in patients with traumatic brain injury: analysis of a large, multicenter, prospective ‚Ä¶",0.416666667,0.583333333,0,1
Incorporating Early Palliative Medicine Consultation Into Daily Morning Huddle in the ICU,0.5,0.5,0,1
Incorporation of Serial 12-Lead Electrocardiogram With Machine Learning to Augment the Out-of-Hospital Diagnosis of Non-ST Elevation Acute Coronary Syndrome,0,1,1,0
Increase in Epinephrine Administration for Food-Induced Anaphylaxis in Pediatric Emergency Departments From 2007 to 2015,0.5,0.5,0,1
Increased T Wave Amplitude in Lead Avr is a Strong Predictor of Reduced Left Ventricular Ejection Fraction in Suspected Acute Coronary Syndrome,0.5,0.5,1,0
Increasing cardiovascular data sampling frequency and referencing it to baseline improve hemorrhage detection,0.25,0.75,1,0
"Increasing sepsis rates in the United States: Results from national inpatient sample, 2005 to 2014",0.2,0.8,1,0
Index By Author Ab√§cherli R 105 Ab√°solo D 1027 Abdalhamid S 915,0.988235294,0.011764706,1,0
Individualized Thresholds of Hypoxemia and Hyperoxemia and their Effect on Outcome in Acute Brain Injured Patients: A Secondary Analysis of the ENIO Study,0.285714286,0.714285714,0,1
Influence of triple-lumen central venous catheters coated with chlorhexidine and silver sulfadiazine on the incidence of catheter-related bacteremia,0.75,0.25,0,1
Informed consent procedures in patients with an acute inability to provide informed consent: Policy and practice in the CENTER-TBI study,0.430894309,0.569105691,0,1
Inhaled carbon monoxide protects against the development of shock and mitochondrial injury following hemorrhage and resuscitation,0.454545455,0.545454545,1,0
"Inhaled, nebulized sodium nitrite protects in murine and porcine experimental models of hemorrhagic shock and resuscitation by limiting mitochondrial injury",0.416666667,0.583333333,1,0
Initiation of Interventions for Cardiovascular and Respiratory Failure with Community-Acquired vs. Hospital-Acquired Sepsis,1,0,1,0
Integrating multimodal information in machine learning for classifying acute myocardial infarction,0.25,0.75,1,0
Intelligent ICU for Autonomous Patient Monitoring Using Pervasive Sensing and Deep Learning,0.333333333,0.666666667,0,1
Intensive care of aneurysmal subarachnoid hemorrhage: an international survey,1,0,0,1
Intensive care unit complications and outcomes of adult patients with hemophagocytic lymphohistiocytosis: a retrospective study of 16 cases,0,1,0,1
Intensive care unit risk scoring,0.5,0.5,0,1
Interplast-From Stanford to the World Stanford nurses volunteer their skills to bring reconstructive surgery to developing countries,1,0,1,0
Interpretation of Neurally Adjusted Ventilatory Assist (NAVA) waveforms,0,1,0,1
Interpretation of Neurally Adjusted Ventilatory Assist (NAVA) waveforms.,0,1,0,1
Interpretation of Telemetry Among Patients With a Left Ventricular Assist Device,1,0,1,0
"Intravenous aviptadil and remdesivir for treatment of COVID-19-associated hypoxaemic respiratory failure in the USA (TESICO): a randomised, placebo-controlled trial",0.475609756,0.524390244,0.5,0.5
"Intravenous patient controlled analgesia safely and effectively treats pain after supratentorial intracranial surgery a prospective, randomized controlled trial",0.166666667,0.833333333,0,1
Irma-No Clinical Impact,1,0,1,0
Is Early Vasopressor Safe in Septic Shock?,0.5,0.5,1,0
Is HEART Score Adequate for Triaging Acute Chest Pain in Cancer Survivors?,0,1,1,0
Is left ventricular systolic dysfunction associated with increased mortality among patients with sepsis and septic shock?,0.25,0.75,1,0
Is there an information hierarchy among hemodynamic variables for early identification of occult hemorrhage?,0.125,0.875,1,0
JACoW: First Measurements of Trojan Horse Injection in a Plasma Wakefield Accelerator,0.2,0.8,1,0
JACoW: Status of the Horizon 2020 EuPRAXIA conceptual design study,0.313432836,0.686567164,1,0
Knowledge retention among medical students after simulation-based vs traditional critical care teaching,0.428571429,0.571428571,0,1
LESION LOCALIZATION IN PAROXYSMAL SYMPATHETIC HYPERACTIVITY,0.6,0.4,0,1
LIMITING BLOOD LOSS FROM ROUTINE PHLEBOTOMY PRACTICES IN THE ICU,0.5,0.5,0,1
LIV-4: A novel model for predicting transplant-free survival in critically ill cirrhotics,0.428571429,0.571428571,0,1
La implementaci√≥n del cambio es una ciencia,1,0,0,1
Label-free glycopeptide quantification for biomarker discovery in human sera,0.428571429,0.571428571,0,1
Lack of significant coronary history and ECG misinterpretation are the strongest predictors of undertriage in prehospital chest pain,0.2,0.8,1,0
Latest Developments and Results of Radiation Tolerance CMOS Sensors with Small Collection Electrodes,1,0,1,0
Learn to Live Again,0.5,0.5,0,1
Left ventricular assist device as a bridge to heart transplantation: a case study.,1,0,1,0
Legionella pneumonia in the ICU: a tertiary care center experience over 10 years,0.5,0.5,0,1
"Lessons learned from web-and social media-based educational initiatives by pulmonary, critical care, and sleep societies",0.5,0.5,1,0
Lessons on outbreak preparedness from the Cleveland clinic,0.2,0.8,0,1
Leveraging clinical data across healthcare institutions for continual learning of predictive risk models,0.5,0.5,1,0
Levetiracetam pharmacokinetics in subarachnoid hemorrhage patients with augmented renal clearance: a Monte Carlo Simulation.,0.75,0.25,1,0
Lid rhinosporidiosis-simulating a tumor,1,0,0,1
Life satisfaction following heart transplantation.,1,0,1,0
Long-term follow up of renal and other acute organ failure in survivors of critical illness due to covid-19,0.6,0.4,0,1
Long-term white matter changes after severe traumatic brain injury: a 5-year prospective cohort,0.363636364,0.636363636,0,1
Longer Time To Draw A Clock Prior to TAVR May Mean Longer Length of Stay and Higher Cost of Care,0.625,0.375,0,1
Longer Travel Distance to Subspecialty Clinic Associates With Lower Lung Function in Pulmonary Sarcoidosis,1,0,0,1
Low frequency noise case study: identification and mitigation of a severe infrasonic tone from a mine shaft ventilation fan,1,0,0,1
Lower lobe lung volume reduction surgery: a case report,0.333333333,0.666666667,0,1
Ludwig's angina complicated by fatal cervicofascial and mediastinal necrotizing fasciitis,0.5,0.5,0,1
Lumbar plexus block reduces pain and blood loss associated with total hip arthroplasty,0.333333333,0.666666667,0,1
Lumen nonpatency in the presence of competing risks,1,0,0,1
Lung Ultrasonographic Signs in Pulmonary Disease‚ÄìA Video Review,0.5,0.5,1,0
Lung-protective ventilation and adjunctive strategies to manage respiratory failure: are they safe in the neurological patient?,0,1,0,1
Lymphocyte-activation gene 3 in non-small-cell lung carcinomas: correlations with clinicopathologic features and prognostic significance,0.75,0.25,0,1
MODIFYING THE SHOCK INDEX DOES NOT IMPROVE SEPTIC SHOCK PREDICTION IN PATIENTS WITH INFECTION,0.5,0.5,1,0
MONITORING IN CRITICAL CARE-CE Online and Journal Club Feature-Evaluation of Chemical Dot Thermometers for Measuring Body Temperature of Orally Intubated Patients-In situations ‚Ä¶,0.4,0.6,0,1
MP55-11 PROSTATE CANCER FOCAL THERAPYâ€“LOCATIONS OF POST-ABLATION DISEASE,0.2,0.8,0,1
MRI Diffusion-Perfusion Weighted Imaging patterns and induced hypertension therapy in acute ischemic stroke patients,1,0,0,1
MRI for coma emergence and recovery,0,1,0,1
MULTI-DISCIPLINARY INTENSIVE CARE REDUCES MORTALITY FOR CRITICALLY ILL PATIENTS WITH CIRRHOSIS,0.428571429,0.571428571,0,1
Machine Learning for Intensive Care Delirium Prediction,0.6,0.4,0,1
Machine Learning for the ECG Diagnosis and Risk Stratification of Occlusion Myocardial Infarction at First Medical Contact,0.294117647,0.705882353,1,0
Machine learning algorithms performed no better than regression models for prognostication in traumatic brain injury,0.454545455,0.545454545,0,1
Machine learning and clinical informatics for improving HIV care continuum outcomes,0.5,0.5,0,1
Machine learning based prediction for peptide drift times in ion mobility spectrometry,0.666666667,0.333333333,0,1
Machine learning can classify vital sign alerts as real or artifact in online continuous monitoring data,0.9,0.1,1,0
Machine learning for ECG diagnosis and risk stratification of occlusion myocardial infarction,0.333333333,0.666666667,1,0
Machine learning methods to predict acute respiratory failure and acute respiratory distress syndrome,0,1,1,0
Machine learning with electrocardiograms: A call for guidelines and best practices for ‚Äòstress testing‚Äôalgorithms,0,1,1,0
Machine learning-based prediction of acute coronary syndrome using only the pre-hospital 12-lead electrocardiogram,0.222222222,0.777777778,1,0
Magnetic resonance imaging defines structural brain injury acquired during critical illness,1,0,0,1
Maintaining Hemodynamic and Metabolic Homeostasis in Anheptaic Critically Ill Patients,0.333333333,0.666666667,0,1
Major publications in the critical care pharmacotherapy literature: 2019,0.666666667,0.333333333,1,0
"Malignant arrhythmias in patients with COVID-19: incidence, mechanisms, and outcomes",0.315789474,0.684210526,0,1
Malignant‚Äêlesion segmentation using 4D co‚Äêoccurrence texture analysis applied to dynamic contrast‚Äêenhanced magnetic resonance breast image data,0,1,0,1
Management of brain injury after resuscitation from cardiac arrest,0,1,0,1
Management of necrotizing fasciitis infections,0,1,1,0
Management of patients with COVID-19 in the MICU.,0.5,0.5,0,1
Management of postoperative ileus,1,0,1,0
Mapping siteâ€êspecific protein Nâ€êglycosylations through liquid chromatography/mass spectrometry and targeted tandem mass spectrometry,0.4,0.6,0,1
Mapping the connectome following traumatic brain injury,0,1,0,1
Mapping the mouse cell atlas by microwell-seq,0.259259259,0.740740741,1,0
"Massive transfusion and nonsurgical hemostatic agents (vol 36, pg S325, 2008)",1,0,0,1
"Mavrilimumab in patients with severe COVID-19 pneumonia and systemic hyperinflammation (MASH-COVID): an investigator initiated, multicentre, double-blind, randomised, placebo ‚Ä¶",0.578947368,0.421052632,1,0
Mean diffusivity of basal ganglia and thalamus specifically associated with motivational states among mood states,0.533333333,0.466666667,0,1
Mean diffusivity of globus pallidus associated with verbal creativity measured by divergent thinking and creativityâ€êrelated temperaments in young healthy adults,0.615384615,0.384615385,0,1
Measurement of Thiamine Levels in Human Tissue,0,1,1,0
Measuring Fellows' Willingness to Challenge Authority Using an Objective Structured Clinical Examination,0.666666667,0.333333333,1,0
Mechanical Ventilation in patients with traumatic brain injury: Is it so Different?,0.5,0.5,0,1
Mechanical ventilation in patients with acute brain injury: recommendations of the European Society of Intensive Care Medicine consensus,0.428571429,0.571428571,0,1
"Mechanisms of acute right ventricular injury in cardiothoracic surgical and critical care settings, Part 1",0.333333333,0.666666667,1,0
Mechanisms of acute right ventricular injury in cardiothoracic surgical and critical care settings: part 2,0.363636364,0.636363636,1,0
Mechanisms of neurologic failure in critical illness,1,0,0,1
Mechanisms underlying disorders of consciousness: bridging gaps to move toward an integrated translational science,0.5,0.5,0,1
Medical reversal of transtentorial herniation following acute stroke or spontaneous hemorrhage,0.25,0.75,0,1
"Medical, ethical, and legal aspects of end-of-life dilemmas in the intensive care unit.",0,1,0,1
Metabolic Syndrome and Acute Respiratory Distress Syndrome in Hospitalized Patients With COVID-19,1,0,1,0
Metabolic syndrome and acute respiratory distress syndrome in hospitalized patients with COVID-19,0.512820513,0.487179487,1,0
Metabolomics-Based Differentiation Between Severe Sepsis and Septic Shock,1,0,1,0
Methods To Set Tlow In Airway Pressure Release Ventilation-Comparison Of A Mathematical And Mechanical Lung Model,0.333333333,0.666666667,0,1
Microscopic size measurements in postâ€êneoadjuvant therapy resections of pancreatic ductal adenocarcinoma (PDAC) predict patient outcomes,0.555555556,0.444444444,0,1
Mid-frequency ventilation: A potential strategy for lung protective neonatal mechanical ventilation,0,1,0,1
Mid-frequency ventilation: Delivered tidal volume accuracy as compared to conventional ventilation,0.5,0.5,0,1
Mid-frequency ventilation: unconventional use of conventional mechanical ventilation as a lung-protection strategy,0,1,0,1
Middle-Aged Woman With Shock,0.666666667,0.333333333,1,0
Mini-MALTA: radiation hard pixel designs for small-electrode monolithic CMOS sensors for the High Luminosity LHC,1,0,1,0
Minimizing pharmacotherapy-related healthcare worker exposure to SARS-CoV-2,0.75,0.25,1,0
Mining the contribution of intensive care clinical course to outcome after traumatic brain injury,0.8,0.2,0,1
Mining the contribution of intensive care clinical course to outcome after traumatic brain injury.,0.75,0.25,0,1
Mixed-Integer Projections for Automated Data Correction of EMRs Improve Predictions of Sepsis among Hospitalized Patients,0.2,0.8,1,0
Mo1521‚ÄìThe Medical Intensive Liver Unit: A Novel Multi-Disciplinary Program for the Intensive Care of Patients with Advanced Liver Disease,0.444444444,0.555555556,0,1
Modeling of lung function recovery in neuralgic amyotrophy with diaphragm impairment,0,1,0,1
Modes of mechanical ventilation,0,1,0,1
Modified HEART score to optimize risk stratification in cocaine-associated chest pain,0.333333333,0.666666667,1,0
"Monitorizaci√≥n en anestesia, cuidados cr√≠ticos y medicina de urgencia",1,0,1,0
Morphological prediction of glaucoma by quantitative analyses of ocular shape and volume using 3-dimensional T2-weighted MR images,0.545454545,0.454545455,0,1
Mortality after critical illness,0.8,0.2,0,1
Mortality and PICU hospitalization among pediatric gunshot wound victims in Chicago,0.5,0.5,0,1
Mortality of in-hospital cardiac arrest among patients with and without preceding sepsis: A national inpatient sample analysis,0.75,0.25,1,0
Multi-Disciplinary Evaluation for Therapeutic Interventions in Patients with Chronic Obstructive Pulmonary Disease,1,0,0,1
Multi-motion compensation for high-quality cone-beam CT of the head,1,0,0,1
Multicenter Development and Validation of a Model for Predicting Retention in Care Among People with HIV,0.5,0.5,0,1
Multicenter study of temporal changes and prognostic value of a CT visual severity score in hospitalized patients with coronavirus disease (COVID-19),0.2,0.8,0,1
Multicenter validation of the neonatal sequential organ failure assessment score for prognosis in the neonatal intensive care unit,0.5,0.5,0,1
Multidisciplinary prerounding meeting as a continuous quality improvement tool: leveraging to reduce continuous benzodiazepine use at an academic medical center,0.666666667,0.333333333,1,0
Multilingual evaluation of interpretable biomarkers to represent language and speech patterns in Parkinson's disease,0.285714286,0.714285714,0,1
Multimodal Quality Initiatives In Sepsis: Impact On Core Measures And Outcomes.,1,0,0,1
Multiple organ dysfunction interactions in critically Ill children,0,1,0,1
Multispectral Co-Occurrence With Three Random Variables in Dynamic Contrast Enhanced Magnetic Resonance,1,0,0,1
Multispectral co-occurrence with three random variables in dynamic contrast enhanced magnetic resonance imaging of breast cancer,0,1,0,1
Myocardial Dysfunction After In-Hospital Cardiac Arrest in COVID-19 Patients,0.142857143,0.857142857,1,0
Myocardial injury in ischemic stroke involving the insular cortex,1,0,0,1
N-Linked Glycan Profiling in Neuroblastoma Cell Lines,1,0,0,1
NEED FOR EXPANDED CANDIDA SCORE FOR EMPIRIC ANTIFUNGAL USE IN MEDICAL CRITICALLY ILL PATIENTS?,1,0,1,0
NEUROLOGIC PROGNOSIS IN COMATOSE TRAUMATIC BRAIN INJURY PATIENTS-A MULTIDISCIPLINARY SURVEY: THE NEUROIMAGING TO PREDICT COMA EMERGENCE AND RECOVERY (NICER) STUDY,1,0,0,1
Narrative Review: Addressing Covid-19 Vaccine Concerns in Special and Vulnerable Populations,0.5,0.5,1,0
Nasal orbital dermoid.,1,0,0,1
Nationwide clinical practice patterns of anesthesiology critical care physicians: A survey to members of the Society of Critical Care Anesthesiologists,0.3,0.7,0,1
Need for expanded Candida Score for empiric antifungal use in medically critically ill patients?,1,0,1,0
Network signatures of age-related cognitive decline,0,1,0,1
Networking and working with a mentor: Keys to eliciting support for clinical research as a staff nurse,1,0,1,0
Neuroactive steroid alterations in posterior cingulate and parietal cortex in subjects with schizophrenia and bipolar disorder: Potential gender specificity,1,0,0,1
Neuroactive steroid alterations in schizophrenia and bipolar disorder: A negative ion chemical ionization gas chromatography/mass spectrometry investigation in posterior cingulate,1,0,0,1
Neuroactive steroid alterations in schizophrenia and bipolar disorder: Negative ion chemical ionization gas chromatography/mass spectrometry investigations in posterior ‚Ä¶,1,0,0,1
Neuroactive steroids are altered in schizophrenia and bipolar disorder: relevance to pathophysiology and therapeutics,1,0,0,1
Neuroanatomical basis of paroxysmal sympathetic hyperactivity: a diffusion tensor imaging analysis,0.166666667,0.833333333,0,1
Neuroanatomical correlates of the sense of control: Gray and white matter volumes associated with an internal locus of control,0.5625,0.4375,0,1
Neuroanatomical predictors of awakening in acutely comatose patients,1,0,0,1
Neurocognitive correlates of probable posttraumatic stress disorder following traumatic brain injury,0.4296875,0.5703125,0,1
Neurologic injury and mechanical ventilation,0,1,0,1
Neurologic manifestations of severe acute respiratory syndrome coronavirus 2 infection in hospitalized patients during the first year of the COVID-19 pandemic,0.222222222,0.777777778,1,0
Neurological examination of critically ill patients: a pragmatic approach. Report of an ESICM expert panel,0.4,0.6,0,1
Neurology of consciousness impairments,0,1,0,1
Neuromuscular dysfunction acquired during critical illness: a systematic review,1,0,0,1
Neuromuscular dysfunction acquired in critical illness,1,0,0,1
"Neuromuscular weakness in chronic obstructive pulmonary disease: chest wall, diaphragm, and peripheral muscle contributions",0,1,0,1
Neuroprotection in acute brain injury: an up-to-date review,0.272727273,0.727272727,0,1
New Securement Method Eliminates Nasal Device-Related Pressure Ulcers from Feeding Tubes in Critically Ill Patients,1,0,1,0
